A-1,2011-01-07
A-2,2011-01-10
A-3,2011-01-04,,,1
A-4,2011-01-05,,,1
A-5,2011-01-06,,,1
B-1,2011-01-07,,,1
B-2,2011-01-10,,,1
B-3,2011-01-04
B-4,2011-01-05
B-5,2011-01-06
C-1,2011-01-07
C-2,2011-01-10
C-3,2011-01-04,,,1
C-4,2011-01-05,,,1
C-5,2011-01-06,,,1
D-1,2011-01-07,,,1
D-2,2011-01-10,,,1
D-3,2011-01-04
D-4,2011-01-05
D-5,2011-01-06
E-1,2011-01-07,2011-04-26 2011-12-30,1
E-2,2011-01-10,,1
E-3,2011-01-04,2011-01-04 ,1,1
E-4,2011-01-05,2011-01-05,1,1
E-5,2011-01-06,2011-05-01 ,1,1
F-1,2011-01-07,2011-04-15,1,1
F-2,2011-01-10,2011-01-10 2011-12-22,1,1
F-3,2011-01-04,2011-12-23,1
F-4,2011-01-05,2011-12-29,1
F-5,2011-01-06,2011-04-12 2011-12-29,1
